"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","direction"
"C4orf48",1.13037625095955e-11,-0.576287768160661,0.426,0.589,2.63502007861182e-07,"C4orf48","Up in Influenza"
"CD53",1.17749129200569e-11,-0.570639171138944,0.607,0.771,2.74484995079447e-07,"CD53","Up in Influenza"
"LST1",1.20489849119372e-11,-0.566075327503438,0.436,0.589,2.80873887282169e-07,"LST1","Up in Influenza"
"ABRACL",1.27447289856896e-11,-0.655396043502014,0.389,0.552,2.97092377385411e-07,"ABRACL","Up in Influenza"
"KLRD1",1.30653026834464e-11,-1.39205804642721,0.13,0.336,3.04565270853818e-07,"KLRD1","Up in Influenza"
"DUSP1",1.34573560073485e-11,-0.824914537140025,0.641,0.765,3.137044258873e-07,"DUSP1","Up in Influenza"
"AP1S2",1.45509716878114e-11,-0.634135875190273,0.408,0.552,3.39197701014571e-07,"AP1S2","Up in Influenza"
"RGS19",1.57639651884586e-11,-0.690655572294779,0.371,0.534,3.67473792508159e-07,"RGS19","Up in Influenza"
"SUN2",1.63055143542796e-11,-0.573195529351418,0.38,0.502,3.80097845112612e-07,"SUN2","Up in Influenza"
"GLIPR1",1.75727908033047e-11,-0.56616143192249,0.413,0.565,4.09639326415837e-07,"GLIPR1","Up in Influenza"
"CPVL",1.81768514759344e-11,-0.591473742103088,0.263,0.391,4.23720584755507e-07,"CPVL","Up in Influenza"
"TUBA4A",1.99846358835211e-11,2.00873604722767,0.484,0.362,4.65861847080761e-07,"TUBA4A","Up in Severe COVID"
"PSMA5",2.0371700045633e-11,-0.772016737767003,0.337,0.512,4.7488469976375e-07,"PSMA5","Up in Influenza"
"JAML",2.40530342796103e-11,-0.771695351609924,0.291,0.423,5.60700282091997e-07,"JAML","Up in Influenza"
"ATP2B4",2.86562935314787e-11,-1.37255209236714,0.123,0.267,6.68006858512301e-07,"ATP2B4","Up in Influenza"
"TSPAN14",2.88197097571606e-11,-0.795212097801625,0.31,0.485,6.71816254149171e-07,"TSPAN14","Up in Influenza"
"LAP3",3.19250524358666e-11,-1.04258309161061,0.285,0.457,7.44204897332486e-07,"LAP3","Up in Influenza"
"SLC31A2",4.04505409483441e-11,-1.12487207400864,0.162,0.284,9.42942560046849e-07,"SLC31A2","Up in Influenza"
"MTRNR2L12",4.26069496458646e-11,1.44429781408791,0.679,0.589,9.93210603194751e-07,"MTRNR2L12","Up in Severe COVID"
"NEDD8",4.69063739869923e-11,-0.504163541188422,0.584,0.747,1.09343448401078e-06,"NEDD8","Up in Influenza"
"NDUFB2",6.53342388324663e-11,-0.557986953312797,0.516,0.674,1.52300644142362e-06,"NDUFB2","Up in Influenza"
"GUK1",6.57454631078638e-11,-0.564127069366569,0.643,0.803,1.53259249050741e-06,"GUK1","Up in Influenza"
"STK10",7.52049216113753e-11,-0.526318926977154,0.351,0.473,1.75310192768277e-06,"STK10","Up in Influenza"
"APBB1IP",7.61441034336304e-11,-0.910258901614775,0.351,0.53,1.77499519514136e-06,"APBB1IP","Up in Influenza"
"LILRA5",1.21763427529223e-10,-0.590935512786793,0.305,0.443,2.83842725913372e-06,"LILRA5","Up in Influenza"
"FKBP15",1.31410442084062e-10,-1.07543713715668,0.162,0.281,3.06330881542156e-06,"FKBP15","Up in Influenza"
"SRI",1.35374158166902e-10,-0.712966900239551,0.368,0.515,3.15570700102866e-06,"SRI","Up in Influenza"
"SNHG8",1.37648144440844e-10,1.20542925929301,0.463,0.298,3.20871589506052e-06,"SNHG8","Up in Severe COVID"
"PLEC",1.46949195555918e-10,-0.718590841879285,0.277,0.408,3.425532697604e-06,"PLEC","Up in Influenza"
"SEM1",1.63508539691809e-10,-0.57578697607885,0.413,0.576,3.81154756875576e-06,"SEM1","Up in Influenza"
"VPS29",1.63715375329892e-10,-0.542935748033206,0.367,0.512,3.81636911431511e-06,"VPS29","Up in Influenza"
"ZFP36L1",1.69907224876737e-10,-0.507895243070866,0.456,0.56,3.96070731910162e-06,"ZFP36L1","Up in Influenza"
"PDCD6",2.21770667665437e-10,-0.572055213876184,0.363,0.519,5.169696033949e-06,"PDCD6","Up in Influenza"
"THAP11",2.33885368312747e-10,-0.682847867914424,0.147,0.252,5.45210182073844e-06,"THAP11","Up in Influenza"
"CPPED1",2.64561570795058e-10,-0.853631868808944,0.267,0.401,6.16719477680359e-06,"CPPED1","Up in Influenza"
"PGRMC1",2.80478464169551e-10,2.93095206037663,0.274,0.129,6.53823347825639e-06,"PGRMC1","Up in Severe COVID"
"RNPEP",3.1817436854643e-10,-1.00654418292625,0.232,0.367,7.41696270518583e-06,"RNPEP","Up in Influenza"
"METTL7A",3.29682398045606e-10,-1.0292244374377,0.18,0.283,7.68522638084111e-06,"METTL7A","Up in Influenza"
"RASSF4",3.67505757519883e-10,-1.20514488798629,0.157,0.282,8.56692671354598e-06,"RASSF4","Up in Influenza"
"SLC9A3R1",3.75609561893807e-10,-1.12533549879896,0.236,0.421,8.75583449730654e-06,"SLC9A3R1","Up in Influenza"
"FCGR3A",4.71774738145335e-10,-1.34711589948644,0.157,0.343,1.09975409209059e-05,"FCGR3A","Up in Influenza"
"NFIL3",4.84705968690621e-10,-0.682998779142922,0.239,0.373,1.12989808361471e-05,"NFIL3","Up in Influenza"
"IRF2",5.00791802066152e-10,-0.750363499129256,0.193,0.34,1.16739576979641e-05,"IRF2","Up in Influenza"
"RHOB",5.09312667647603e-10,-2.18779788534531,0.124,0.295,1.18725875955333e-05,"RHOB","Up in Influenza"
"CSTA",5.1203614017613e-10,-0.563047398949774,0.346,0.517,1.19360744636458e-05,"CSTA","Up in Influenza"
"CST7",5.22079140708251e-10,-1.24474491040006,0.286,0.473,1.217018684905e-05,"CST7","Up in Influenza"
"LCK",5.38098833335869e-10,-1.54502285615748,0.184,0.358,1.25436219038925e-05,"LCK","Up in Influenza"
"ODC1",6.42651865263439e-10,2.01491076395969,0.41,0.265,1.4980857631156e-05,"ODC1","Up in Severe COVID"
"AOAH",6.48107501903245e-10,-0.517556069938579,0.267,0.376,1.51080339768665e-05,"AOAH","Up in Influenza"
"FCGR1A",6.84690103986468e-10,-1.32967946354861,0.197,0.339,1.59608110140286e-05,"FCGR1A","Up in Influenza"
"RNASE2",7.3868575263799e-10,-0.737573642211522,0.21,0.323,1.72195035797442e-05,"RNASE2","Up in Influenza"
"SECTM1",7.41181959615851e-10,-1.1359038628103,0.145,0.261,1.72776926606051e-05,"SECTM1","Up in Influenza"
"CREB5",7.5436655867857e-10,-1.24723297770622,0.174,0.288,1.75850388493561e-05,"CREB5","Up in Influenza"
"GSDMD",7.6901782650802e-10,-1.22885496851187,0.262,0.455,1.79265745537285e-05,"GSDMD","Up in Influenza"
"HIPK3",8.01782483236958e-10,-0.631888576325408,0.213,0.298,1.86903514667367e-05,"HIPK3","Up in Influenza"
"TNFSF13B",8.12080847068247e-10,-0.623235396784857,0.332,0.489,1.89304166260079e-05,"TNFSF13B","Up in Influenza"
"RPL27A",8.42772949016628e-10,0.710136127030135,0.819,0.897,1.96458802145266e-05,"RPL27A","Up in Severe COVID"
"NLRP3",8.56501786868797e-10,-1.4057802777422,0.206,0.364,1.99659131536985e-05,"NLRP3","Up in Influenza"
"GCA",8.67912798210078e-10,-0.861307189478652,0.346,0.475,2.02319152390751e-05,"GCA","Up in Influenza"
"SLC7A7",9.2106988222547e-10,-0.61527199356202,0.275,0.391,2.14710600245579e-05,"SLC7A7","Up in Influenza"
"FYN",9.36456321873668e-10,-0.528191552523581,0.419,0.611,2.18297333191971e-05,"FYN","Up in Influenza"
"NAGK",9.50569770965823e-10,-0.65196228097349,0.221,0.327,2.21587319309843e-05,"NAGK","Up in Influenza"
"HOPX",9.78289717552035e-10,-1.20427655139918,0.164,0.326,2.28049116058555e-05,"HOPX","Up in Influenza"
"CD99",1.08463603830793e-09,-0.554755935126125,0.645,0.801,2.52839506889962e-05,"CD99","Up in Influenza"
"CTSW",1.15791343144124e-09,-1.1491446897452,0.188,0.358,2.69921200003268e-05,"CTSW","Up in Influenza"
"SQOR",1.20271739185255e-09,-0.677556930168031,0.333,0.476,2.80365451214747e-05,"SQOR","Up in Influenza"
"FCER1G",1.30455331612954e-09,-0.524694773049746,0.531,0.691,3.04104423522957e-05,"FCER1G","Up in Influenza"
"SMAP2",1.40292750787327e-09,-0.517374242597049,0.593,0.698,3.27036431360339e-05,"SMAP2","Up in Influenza"
"FPR2",1.43052029871904e-09,-1.54292143588684,0.116,0.257,3.33468586834396e-05,"FPR2","Up in Influenza"
"VPS35",1.52590803023229e-09,-0.852178092901995,0.259,0.386,3.55704420927448e-05,"VPS35","Up in Influenza"
"ANKRD28",1.82767513053612e-09,-0.689883938356816,0.152,0.292,4.26049349679274e-05,"ANKRD28","Up in Influenza"
"OTULINL",1.88505022460955e-09,-1.0318268999938,0.189,0.306,4.39424057858733e-05,"OTULINL","Up in Influenza"
"IL2RG",1.9756953301188e-09,-1.14386368943745,0.337,0.501,4.60554338403992e-05,"IL2RG","Up in Influenza"
"SVIP",1.97879936608483e-09,2.24088406696645,0.265,0.143,4.61277920228035e-05,"SVIP","Up in Severe COVID"
"SLC8A1",2.06616065606015e-09,-1.45918679717443,0.126,0.253,4.81642710534183e-05,"SLC8A1","Up in Influenza"
"EIF4EBP2",2.18861893043787e-09,-0.54332406951871,0.259,0.361,5.10188958874371e-05,"EIF4EBP2","Up in Influenza"
"PXN",2.25603084319919e-09,-0.737427705474964,0.248,0.381,5.25903349858164e-05,"PXN","Up in Influenza"
"MS4A7",2.63170210249701e-09,-0.844153294266462,0.18,0.281,6.13476077113077e-05,"MS4A7","Up in Influenza"
"NAIP",3.23920893536608e-09,-0.684348208697556,0.252,0.367,7.55091994923187e-05,"NAIP","Up in Influenza"
"TMEM179B",3.40002298065328e-09,-0.706268158493864,0.263,0.399,7.92579357020086e-05,"TMEM179B","Up in Influenza"
"PSMB8",3.64353535938591e-09,-0.758110420262477,0.53,0.69,8.4934452762645e-05,"PSMB8","Up in Influenza"
"MYD88",3.89877997803982e-09,-0.830321576523095,0.247,0.377,9.08844600680863e-05,"MYD88","Up in Influenza"
"TMPO",4.11039524154972e-09,-0.551741950464112,0.27,0.372,9.58174234757654e-05,"TMPO","Up in Influenza"
"PPDPF",4.96330635461492e-09,1.03621438538832,0.775,0.695,0.000115699634432428,"PPDPF","Up in Severe COVID"
"SNX17",5.21732621448501e-09,-0.572983849621022,0.347,0.479,0.00012162109138586,"SNX17","Up in Influenza"
"NFKBIZ",6.03876123467274e-09,-0.740718630503218,0.378,0.515,0.000140769563141456,"NFKBIZ","Up in Influenza"
"TCIRG1",6.84389880356592e-09,-0.670931117853316,0.398,0.557,0.000159538125009925,"TCIRG1","Up in Influenza"
"TMEM165",6.98844622416101e-09,-0.540013581027862,0.326,0.438,0.000162907669931417,"TMEM165","Up in Influenza"
"TNFRSF1A",7.27469154707776e-09,-0.964510569642415,0.222,0.362,0.00016958033465393,"TNFRSF1A","Up in Influenza"
"ATP1B3",8.18816934604939e-09,-0.58865497990038,0.319,0.458,0.000190874415625757,"ATP1B3","Up in Influenza"
"MSRB1",8.98525606045487e-09,-0.700514450720398,0.249,0.372,0.000209455304025263,"MSRB1","Up in Influenza"
"RAB4A",8.98896712293375e-09,1.92912083800528,0.298,0.215,0.000209541812602709,"RAB4A","Up in Severe COVID"
"LRP1",9.06662652029295e-09,-0.548287301032965,0.234,0.316,0.000211352130814549,"LRP1","Up in Influenza"
"CTSC",9.53750355161553e-09,-0.80730924767725,0.422,0.587,0.00022232874529171,"CTSC","Up in Influenza"
"TRBC1",9.78761682399669e-09,-1.3188326559146,0.149,0.323,0.000228159135784187,"TRBC1","Up in Influenza"
"PRDX3",1.08200168291483e-08,-0.558706260439208,0.268,0.388,0.000252225412304276,"PRDX3","Up in Influenza"
"KDM6B",1.12690902071292e-08,1.17868453261511,0.362,0.232,0.000262693761818389,"KDM6B","Up in Severe COVID"
"UBE2D1",1.38402927659062e-08,-0.543987996704552,0.32,0.44,0.000322631064666039,"UBE2D1","Up in Influenza"
"APMAP",1.4241726990765e-08,-0.938505498236156,0.242,0.386,0.000331988897881724,"APMAP","Up in Influenza"
"MINOS1",1.4306183750776e-08,-0.524884517542934,0.414,0.552,0.000333491449414339,"MINOS1","Up in Influenza"
"PICALM",1.44555404600898e-08,-0.517913273064184,0.29,0.374,0.000336973103665154,"PICALM","Up in Influenza"
"EIF1B",1.45532789279987e-08,1.47167975472048,0.58,0.431,0.000339251485090578,"EIF1B","Up in Severe COVID"
"WAS",1.63588275083524e-08,-0.579101900529061,0.433,0.585,0.000381340628047204,"WAS","Up in Influenza"
"OPTN",1.66233523519286e-08,-0.591090939019602,0.219,0.341,0.000387506966675807,"OPTN","Up in Influenza"
"SNX10",1.83950005130608e-08,-0.929379124399155,0.325,0.489,0.000428805856959961,"SNX10","Up in Influenza"
"TNFAIP2",1.95122632770858e-08,-0.765845831169328,0.278,0.421,0.000454850369252148,"TNFAIP2","Up in Influenza"
"ZNF385A",1.95319089131894e-08,-0.54125308517445,0.197,0.271,0.000455308328675359,"ZNF385A","Up in Influenza"
"EIF4E2",2.00430094584757e-08,-0.538165548224227,0.305,0.41,0.000467222593486526,"EIF4E2","Up in Influenza"
"GLG1",2.04084824491411e-08,-0.602365987774457,0.309,0.437,0.000475742134371929,"GLG1","Up in Influenza"
"LYAR",2.08479921665249e-08,-0.605775274718237,0.222,0.375,0.000485987545393861,"LYAR","Up in Influenza"
"LASP1",2.14959876442769e-08,-0.576185331436979,0.282,0.413,0.00050109296797574,"LASP1","Up in Influenza"
"IL27RA",2.34942645938811e-08,-0.759796381030665,0.207,0.318,0.000547674801947962,"IL27RA","Up in Influenza"
"SKIL",2.38180403547299e-08,1.16269876374154,0.279,0.14,0.00055522233870911,"SKIL","Up in Severe COVID"
"GRK2",2.39311915411098e-08,-0.513030919866087,0.471,0.622,0.000557860006014811,"GRK2","Up in Influenza"
"RXRA",2.52918155789291e-08,-0.667978816050695,0.265,0.382,0.000589577512960416,"RXRA","Up in Influenza"
"SIRPA",2.66086322127302e-08,-0.802860270848998,0.203,0.3,0.000620273825510953,"SIRPA","Up in Influenza"
"CCT5",2.94239433990081e-08,-0.554142897956007,0.297,0.427,0.000685901544574278,"CCT5","Up in Influenza"
"CLTC",2.95836734330723e-08,-0.6863379877784,0.303,0.43,0.00068962501139835,"CLTC","Up in Influenza"
"SPON2",2.98540678127345e-08,-1.21840825951731,0.114,0.263,0.000695928174782654,"SPON2","Up in Influenza"
"PIM1",3.02609580805768e-08,-0.51751999907351,0.378,0.518,0.000705413193816326,"PIM1","Up in Influenza"
"ASGR1",3.06073572674208e-08,-0.962801217422402,0.227,0.365,0.000713488105260846,"ASGR1","Up in Influenza"
"PPM1G",3.06487204538739e-08,-0.668863679709075,0.322,0.453,0.000714452322500255,"PPM1G","Up in Influenza"
"NDUFB3",3.18160455017819e-08,-0.566610220555918,0.37,0.528,0.000741663836692038,"NDUFB3","Up in Influenza"
"ERAP2",3.2224963804291e-08,-1.14850227997891,0.168,0.344,0.000751196131241829,"ERAP2","Up in Influenza"
"SPINT2",4.02198769529562e-08,2.11808734604677,0.292,0.164,0.000937565551650361,"SPINT2","Up in Severe COVID"
"CALCOCO2",4.37364874950587e-08,-0.548137917254632,0.278,0.39,0.00101954125999731,"CALCOCO2","Up in Influenza"
"PNPLA6",4.45636514096723e-08,-0.922796165751756,0.18,0.294,0.00103882327801087,"PNPLA6","Up in Influenza"
"RASSF2",4.6237875165631e-08,-0.505967956769688,0.28,0.357,0.00107785110798602,"RASSF2","Up in Influenza"
"PARP9",4.7286147416121e-08,-0.955931432036194,0.192,0.349,0.0011022873824172,"PARP9","Up in Influenza"
"JUN",4.79094719813038e-08,1.54103167942216,0.504,0.359,0.00111681770135617,"JUN","Up in Severe COVID"
"RPN1",4.89530177481649e-08,-0.550453759515889,0.292,0.411,0.00114114379672747,"RPN1","Up in Influenza"
"LMO2",5.12905585690427e-08,-0.700886328387216,0.258,0.381,0.00119563421080295,"LMO2","Up in Influenza"
"FBXW5",5.18759789165727e-08,-0.545243370475077,0.346,0.509,0.00120928094452423,"FBXW5","Up in Influenza"
"CD69",5.20034535886257e-08,1.50830793670057,0.358,0.273,0.00121225250660445,"CD69","Up in Severe COVID"
"TRAC",7.44930559586026e-08,-1.69390457473285,0.178,0.331,0.00173650762745099,"TRAC","Up in Influenza"
"OGFR",7.61500222195477e-08,-0.646939707459668,0.319,0.45,0.00177513316795988,"OGFR","Up in Influenza"
"LILRA2",7.8861085342251e-08,-0.761774805563023,0.2,0.298,0.00183833076041321,"LILRA2","Up in Influenza"
"NOTCH2",8.09536612881198e-08,-0.726759531046142,0.203,0.29,0.00188711079828736,"NOTCH2","Up in Influenza"
"COPZ1",8.41246248665916e-08,-0.562251421608826,0.282,0.407,0.00196102913026512,"COPZ1","Up in Influenza"
"OSCAR",8.54329578316819e-08,-0.724285896015675,0.223,0.329,0.00199152768001434,"OSCAR","Up in Influenza"
"KLF4",8.90270383294818e-08,-0.837791611065614,0.213,0.347,0.00207530929049855,"KLF4","Up in Influenza"
"CITED2",9.0397772754138e-08,-0.767690598617916,0.202,0.308,0.00210726248067171,"CITED2","Up in Influenza"
"FES",9.62744160320892e-08,-0.710620106069361,0.232,0.329,0.00224425291212403,"FES","Up in Influenza"
"NACC2",9.76016247826822e-08,-0.959447252925754,0.189,0.296,0.0022751914753091,"NACC2","Up in Influenza"
"ABI3",9.76817697119764e-08,-1.35860346388096,0.12,0.254,0.00227705973375588,"ABI3","Up in Influenza"
"GNS",1.00387757372848e-07,-0.724909495427816,0.242,0.353,0.00234013901211845,"GNS","Up in Influenza"
"SNX27",1.00887957714994e-07,-0.650409799940886,0.213,0.307,0.00235179918229421,"SNX27","Up in Influenza"
"CD2",1.00897015790589e-07,-1.53878015591826,0.187,0.358,0.00235201033509441,"CD2","Up in Influenza"
"LTB",1.0133397751067e-07,0.965734390182807,0.329,0.226,0.00236219634975123,"LTB","Up in Severe COVID"
"BATF",1.07120884083351e-07,-1.30455827002768,0.125,0.264,0.002497094928867,"BATF","Up in Influenza"
"TRIM8",1.07546317686204e-07,-0.678459041172833,0.29,0.418,0.00250701221158309,"TRIM8","Up in Influenza"
"SELENOW",1.08569188190244e-07,-0.581941440087214,0.464,0.626,0.00253085634590277,"SELENOW","Up in Influenza"
"FLOT2",1.13097362675355e-07,-0.787605075504692,0.266,0.383,0.0026364126213252,"FLOT2","Up in Influenza"
"GAS7",1.17813658143114e-07,-0.724804005328922,0.28,0.407,0.00274635418497413,"GAS7","Up in Influenza"
"TRIOBP",1.2226133211548e-07,-0.657398475855896,0.203,0.302,0.00285003391294395,"TRIOBP","Up in Influenza"
"AZI2",1.2262529925658e-07,-0.586677500961316,0.197,0.261,0.00285851835097013,"AZI2","Up in Influenza"
"NUDT16",1.23415739779481e-07,-0.976615490258522,0.195,0.305,0.00287694430999949,"NUDT16","Up in Influenza"
"TLR4",1.41374769335393e-07,-0.782108418587226,0.194,0.299,0.00329558724797734,"TLR4","Up in Influenza"
"GZMM",1.48518842432619e-07,-0.990455292437487,0.202,0.351,0.00346212273594677,"GZMM","Up in Influenza"
"CMTM3",1.62203005383128e-07,-0.600266448555838,0.232,0.341,0.00378111425848609,"CMTM3","Up in Influenza"
"RPS6KA3",1.66867651130059e-07,-0.713025100303057,0.239,0.344,0.0038898518154928,"RPS6KA3","Up in Influenza"
"DNAJA1",1.80478446984735e-07,-0.558450275293159,0.439,0.579,0.00420713307766115,"DNAJA1","Up in Influenza"
"SLC2A6",1.80682837715841e-07,-1.19364387811898,0.16,0.281,0.00421189762999398,"SLC2A6","Up in Influenza"
"LIMS1",1.84965267110689e-07,2.37505602035917,0.51,0.395,0.00431172534161727,"LIMS1","Up in Severe COVID"
"PPM1M",1.95963137557391e-07,-0.783175880017157,0.179,0.27,0.00456809669960034,"PPM1M","Up in Influenza"
"CCT3",1.97149088728575e-07,-0.701753369935514,0.305,0.425,0.00459574240735181,"CCT3","Up in Influenza"
"ATP6V1B2",2.06297854888155e-07,-0.606595066042369,0.266,0.393,0.00480900929529777,"ATP6V1B2","Up in Influenza"
"LPXN",2.20904380256574e-07,-0.804075658972511,0.169,0.266,0.00514950200816099,"LPXN","Up in Influenza"
"FAM111A",2.23734770806935e-07,-0.869494873399476,0.18,0.289,0.00521548124228047,"FAM111A","Up in Influenza"
"DAP",2.24026327785961e-07,2.1357549153115,0.324,0.214,0.00522227772701855,"DAP","Up in Severe COVID"
"CTNNA1",2.33653310605606e-07,-0.777466243383299,0.221,0.349,0.00544669232352728,"CTNNA1","Up in Influenza"
"PRKCD",2.3372206799774e-07,-0.802801279026638,0.204,0.329,0.00544829512709532,"PRKCD","Up in Influenza"
"PRCP",2.55763408346376e-07,-0.798830290725208,0.189,0.284,0.00596210081196237,"PRCP","Up in Influenza"
"ETHE1",2.76164935193417e-07,-0.623260845992598,0.272,0.365,0.00643768080429375,"ETHE1","Up in Influenza"
"MBOAT7",2.79921083272219e-07,-0.811277088285672,0.23,0.346,0.0065252403721587,"MBOAT7","Up in Influenza"
"USB1",2.80289162863421e-07,-0.843342062487219,0.168,0.263,0.00653382067550921,"USB1","Up in Influenza"
"CYTH4",2.94960960114261e-07,-0.682507921755188,0.293,0.414,0.00687583494122353,"CYTH4","Up in Influenza"
"CRTAP",2.97598910135751e-07,-0.556973214345146,0.263,0.35,0.00693732819417449,"CRTAP","Up in Influenza"
"MTIF3",3.1225577309148e-07,-0.712647760540998,0.218,0.32,0.00727899432653549,"MTIF3","Up in Influenza"
"DCAF7",3.262648124069e-07,-0.829327115777041,0.173,0.283,0.00760555904201725,"DCAF7","Up in Influenza"
"NCK2",3.29884956287451e-07,1.86304781987459,0.326,0.205,0.00768994821601678,"NCK2","Up in Severe COVID"
"EIF4E3",3.46740194414884e-07,-0.626237581305725,0.204,0.296,0.00808286067200535,"EIF4E3","Up in Influenza"
"PAK2",3.50458352521747e-07,-0.60586764286041,0.451,0.604,0.00816953465563443,"PAK2","Up in Influenza"
"LAIR1",3.80802081672096e-07,-0.828129479394922,0.222,0.341,0.00887687732585822,"LAIR1","Up in Influenza"
"YPEL5",4.01287197600539e-07,0.902935000100902,0.584,0.474,0.00935440586326616,"YPEL5","Up in Severe COVID"
"ANXA4",4.03439619466125e-07,-0.782044507787096,0.23,0.355,0.00940458096937483,"ANXA4","Up in Influenza"
"EIF6",4.20574512432966e-07,-0.674667563159206,0.313,0.435,0.00980401245932487,"EIF6","Up in Influenza"
"NDUFA6",4.59875241318738e-07,1.23684500989399,0.452,0.423,0.0107201517503811,"NDUFA6","Up in Severe COVID"
"SYK",4.60533353775704e-07,-0.568569911917515,0.323,0.418,0.0107354930098654,"SYK","Up in Influenza"
"RNF167",4.80990058916396e-07,-0.960751398929464,0.211,0.367,0.0112123592634001,"RNF167","Up in Influenza"
"COA3",5.0297971947135e-07,-0.926941408410402,0.182,0.307,0.0117249602405966,"COA3","Up in Influenza"
"CCDC59",5.03386324858342e-07,0.674207102162704,0.439,0.323,0.0117344386187728,"CCDC59","Up in Severe COVID"
"SPG11",5.03403951391927e-07,-0.690107115085807,0.186,0.259,0.0117348495108972,"SPG11","Up in Influenza"
"PRKCH",5.38715156184272e-07,-0.941738328113557,0.145,0.256,0.0125579890058116,"PRKCH","Up in Influenza"
"UQCRC1",5.4061983224077e-07,-0.60668311734399,0.335,0.466,0.0126023889093646,"UQCRC1","Up in Influenza"
"CDC26",5.61456241490824e-07,-0.621725499141176,0.208,0.316,0.0130881064453926,"CDC26","Up in Influenza"
"SKAP1",6.41571009153082e-07,-1.07372878048125,0.186,0.312,0.0149556617943675,"SKAP1","Up in Influenza"
